url,resolved_url,domain,content,content_hash,word_count,status_code,response_time,error,scraped_at,title,author,date,source
https://pathfinderwiki.com/wiki/Kurnugian_jackal,,,"A Kurnugian jackal is a jackal granted gifts of intelligence and psychic powers by Lamashtu. Its name is derived from Kurnugia, Lamashtu's Abyssal realm.1
Appearance
Upon birth, the only difference between a Kurnugian jackal and a mundane one is a third eye at the center of its forehead. At its apex of power, however, a Kurnugian jackal can grow to be twice the size of a mundane jackal.1
Abilities
In addition to the hunting prowess of a mundane jackal, a Kurnugian jackal gains humanoid-level int...",1f3720590ad1834b11f4f6f00f18da2d,244,200,0.7328429222106934,,2025-12-08T14:57:30.217750,Kurnugian jackal - PathfinderWiki,Jason Keeley; Et Al,2025-12-08,new_browser
https://www.pricerunner.dk/pl/496-5224042/Boernevaerelse/HoppeKids-Eco-Luxury-Mattress-90x200cm-Sammenlign-Priser,,,Annonce...,d77dd729dc4cc9f66262e2521b82916b,1,200,1.0663225650787354,,2025-12-09T05:08:36.980276,HoppeKids Eco Luxury Mattress 90x200cm - Sammenlign priser & anmeldelser på PriceRunner Danmark,,2025-12-09,new_browser
https://da.surveymonkey.com/survey-closed/?sm=FRUggICtd9K2rWfwZ5QAe7bH570cgHEcR6p9DLLje_2BlC1qOzw5aFR4eySFW5aWKbycC8YOe7GYCl_2BXU7x0_2BeyW_2F2_2B6jEeDRO5U5QRiR4SGFt_2BvZ_2BGbXmcFhZ5XoQu15_2F,,,"Ansatte er meget glade for deres personalegoder. Send en spørgeundersøgelse for at finde ud af, om du tilbyder de incitamenter, som medarbejdere og mulige ansøgere ønsker.
Få adgang til effektive løsninger, som du kan bruge til hurtigt at indsamle feedback fra dine kunder, kundeemner og ansatte....",7e41e9f4f00f358f04e8790e973942ac,46,200,2.530968427658081,,2025-12-05T14:49:07.655233,,,2025-12-04,new_browser
https://www.dba.dk/recommerce/forsale/item/9080503,,,"Indholdet er beskyttet i henhold til ophavsretsloven. Regelmæssig, systematisk eller kontinuerlig indsamling, opbevaring og enhver anden form for kompilering af data er ikke tilladt uden udtrykkelig skriftlig tilladelse fra DBA.dk.
© 2009–2025 DBA.dk...",26c86f9e0ee04ea2d085bc759e993b87,33,200,0.1225790977478027,,2025-12-06T04:11:31.989041,Armstol loungestol kontorstol | DBA,,2025-04-15,new_browser
https://www.hemonto.com/,https://www.hemonto.com/,www.hemonto.com,"Find den løsning, der passer til dig
Med Hemonto som samarbejdspartner får du
- Det fulde overblik samlet ét sted – I vores intuitive og dynamiske investeringsoverblik kan I både få det hurtige overblik og dykke ned i investeringsdetaljerne.
- En erfaren rådgiver uden modstridende interesser – Med markedets største datagrundlag som udgangspunkt tilbyder vi uafhængig og datadreven rådgivning i øjenhøjde. Det giver jer muligheden for at opnå det bedst mulige afkast til de laveste omkostninger.
- E...",b16d1cfc3e50452da5f84a7cbe1b95dc,290,200,0.6213560104370117,,2025-12-08T03:41:05.525299,Hemonto | Få rådgivning og overblik over jeres kapitalforvaltning,,2025-12-03,new_browser
https://www.sunweb.dk/rejser/spanien/mallorca/cala-dor/hotel-palia-dolce-farniente?DepartureAirport[0]=BLL&Participants[0][0]=1995-03-26&Participants[0][1]=1995-03-26&DepartureDate[0]=2025-08-27&Mealplan[0]=AI&Duration[0]=15&TransportType[0]=Flight&originList=search-result,https://www.sunweb.dk/rejser/spanien/mallorca/cala-dor/hotel-palia-dolce-farniente?DepartureAirport[0]=BLL&Participants[0][0]=1995-03-26&Participants[0][1]=1995-03-26&DepartureDate[0]=2025-08-27&Mealplan[0]=AI&Duration[0]=15&TransportType[0]=Flight&originList=search-result,www.sunweb.dk,"- Nyd adskillige swimmingpools
- Underholdning for både store og små
- Gåafstand til butikkerne
- Spanske retter og lækre snacks
Hotel Palia Dolce Farniente er et populært All Inclusive hotel beliggende i gåafstand fra stranden, ca. 3 km fra det charmerende centrum af Cala d'Or. Hotellet har 300 værelser, der ligger i forskellige lave bygninger spredt rundt i en stor have med det populære poolområde som hotellets naturlige centrum. Palia Dolce Farniente anbefales til både voksne og børnefamilier...",29d0e47a50ba4dc2b1a121d7c90054b0,229,200,1.2502069473266602,,2025-12-08T21:16:50.038093,Hotel Palia Dolce Farniente,,2025-11-18,new_browser
"https://www.boliga.dk/resultat?propertyType=1,2&priceMax=2000000&sizeMax=100&page=1&polygon=56.0390, 9.9879 56.0401, 10.0011 56.0424, 10.0187 56.0447, 10.0341 56.0483, 10.0517 56.0506, 10.0627 56.0625, 10.1113 56.0743, 10.1577 56.0767, 10.1643 56.0875, 10.1932 56.1067, 10.2289 56.1140, 10.2379 56.1237, 10.2492 56.1298, 10.2560 56.1407, 10.2673 56.1431, 10.2696 56.1626, 10.2857 56.1747, 10.2949 56.1820, 10.2995 56.1942, 10.3065 56.2077, 10.3092 56.2114, 10.3071 56.2218, 10.2502 56.2232, 10.2326 56.2246, 10.2151 56.2259, 10.0676 56.2253, 9.9993 56.2243, 9.9684 56.2223, 9.9067 56.2200, 9.8846 56.2189, 9.8736 56.1915, 9.7498 56.1903, 9.7454 56.1867, 9.7365 56.1769, 9.7209 56.1709, 9.7120 56.1623, 9.7030 56.1599, 9.7008 56.1550, 9.6963 56.1526, 9.6941 56.1477, 9.6896 56.1440, 9.6873 56.1391, 9.6850 56.1342, 9.6828 56.1257, 9.6804 56.0975, 9.6799 56.0938, 9.6820 56.0913, 9.6842 56.0852, 9.6907 56.0790, 9.7037 56.0740, 9.7146 56.0690, 9.7277 56.0615, 9.7516 56.0552, 9.7756 56.0489, 9.8018 56.0464, 9.8171 56.0438, 9.8346 56.0412, 9.8630 56.0398, 9.8827&mitboliga=true",,,"Med en boligagent hos Boliga kan du gemme dine boligsøgninger og følge boliger, der har din særlige interesse. Du får besked via e-mail, når der er nye boliger, der passer til dine ønsker. Du får også besked, når boliger, du følger, ændrer status: bolig sættes til salg, sælges, prisen justeres eller der er åbent hus.
Med en Boligagent får du også tilsendt såkaldte skuffersager – boliger der endnu ikke er officielt til salg endnu....",59d7e09c964e52e858563246b358ec91,74,200,6.4971091747283936,,2025-12-06T08:58:40.763479,,,2025-06-16,new_browser
https://login.microsoftonline.com/fa5ad7b6-06b4-421b-bb7f-a4572fe75fda/oauth2/authorize?client_id=996def3d-b36c-4153-8607-a6fd3c01b89f&redirect_uri=https%3A%2F%2Fbusinesscentral.dynamics.com%2Fremote-sign-in&response_type=code&scope=openid%20profile&response_mode=form_post&nonce=639004983012184685.YTZkNDQ4YzItYzVlZC00NmQ3LWI4YTYtNWUxZGJhMDMzNjRjOGZkNGEyMDUtYWIxYS00OGViLWFmZDAtOTdlNjMyY2MzYzEx&nux=1&msafed=0&state=CfDJ8OQd_dKbcY1OkFcNtO4xkcH9EDsnOp8wteMbrqUkYelZuV8xxlP9T25gNkN0SYEarOJVjRShCwBvvXGrLNGhurLzjzAN-Wlg-_UD4TzU4yBUN4op8BUgbyqaMhHPP6pNouSnLK56sirbdrISyQ9t9I6HvZROMguqGZaYJHif0Dw3pwA_j6tHxipjuyXDaU_krxqUcqkLTVVvjRWFEFmaJMgGvaQQlr_xc36lyrBv9unc_sQr27jz2WC3ETglAedKinTyZM9gSZtKFtRfGIanDjAnSnMFIDfS6BxhhI8RYAsqxmCYyuMRiTq5MJ0lcFttbqAi6wTcQs3E9Mf2IAhi0yeqohTIjFdIHkx621cSsFJAi31iAbrSxkHiP_Veb66SvNq0qcXzyIjKRAtzvEP8NcoKe_1Q1RS9kxCTrrHCyTM5409a8iLTAaYSKbemZSO9iA_hXpSmE8oIf3TfCG_lJZJDplLupUAw8AeAt6mr9UkcBlqdOp2TOXEYI0jOGV1891Z5GohHGWEJLbWp4oXETiNoOafHBYXAl69DVwszZpW3W30pqwJT3GibkPhZ_lPGpb9pSuc2QkMEu6NBnpnrNhlFJW27GC4NYtxoyTLHNnmvQFhl_Qs_wNma-YNIigHbkhUcItC8oRQnnaVOEBLDuKkgRklOZqCsJHgMAkZNEe6Y&x-client-SKU=ID_NET8_0&x-client-ver=8.9.0.0,,,Log på din konto...,2277f03331af64213899f89d246ba6d2,4,200,0.1328136920928955,,2025-12-06T04:17:40.802729,Log på din konto,,2025-12-06,new_browser
https://my.clevelandclinic.org/health/diseases/23289-skeeter-syndrome,,,"If a mosquito bites you and you then develop large areas of swelling eight to 10 hours later, you may have skeeter syndrome. Other symptoms include itching, fever and possibly blisters.
Skeeter syndrome is a large local allergic reaction to mosquito bites marked by significant inflammation. If you have it, you’re allergic to substances in the mosquito’s saliva. Some people have so much swelling that they have trouble moving.
Although it’s relatively rare, skeeter syndrome can affect anyone. Howe...",ef16b118d939de106e16e309a583f558,640,200,0.3151841163635254,,2025-12-08T01:06:35.762909,"Skeeter Syndrome: Causes, Symptoms & Treatment",,2022-06-21,new_browser
https://jobnet.dk/CV/FindWork?Offset=180&SortValue=BestMatch&LocationZip=8940%20Randers%20SV&SearchInGeoDistance=25,,,"STARs systemer er ikke tilgÃ¦ngelige pÃ¥ grund af systemopdatering:
- DFDG
- JobAg
- Jobnet
- LSS
- Kommunal Revision
- STAR Brugeradministration
- Vitas
Systemerne vil vÃ¦re tilgÃ¦ngelige igen senest 08-12-2025 kl. 08:00....",a442e7dfb458de5947b57ca03e22660d,34,200,0.6296305656433105,,2025-12-06T07:29:00.221780,STARs systemer er ikke tilgÃ¦ngelige pÃ¥ grund af systemopdatering:,,2025-01-01,new_browser
